scientific_name,longitude_coordinate,latitude_coordinate,state
Quercus suber,-117.6221596,34.11936005,California
Ilex meserveae,-117.6220591,34.11032398,California
Quercus palustris,-117.6219441,34.10485416,California
Eucalyptus polyanthemos,-117.6217349,34.15972746,California
Prunus salicina,-117.6214211,34.11191522,California
Trachycarpus fortunei,-117.621045,34.1192228,California
Cupressus sempervirens,-117.6210133,34.15600241,California
Brahea armata,-117.6207341,34.14181725,California
Pittosporum undulatum,-117.6201353,34.10974972,California
Metrosideros Banks,-117.6201164,34.13195569,California
Maytenus boaria,-117.6200275,34.10838815,California
Calocedrus decurrens,-117.6197522,34.1287816,California
Pinus eldarica,-117.6197489,34.10395389,California
Eucalyptus woodwardii,-117.619436,34.15712295,California
Prunus americana,-117.6187085,34.15601137,California
Eucalyptus camaldulensis,-117.4990624,34.14585597,California
Pinus thunbergiana,-117.6168441,34.0967721,California
Melaleuca linariifolia,-117.6166751,34.09463852,California
Grevillea robusta,-117.6165786,34.15321667,California
Phoenix,-117.6152211,34.11504079,California
Acrocarpus fraxinifolius,-117.6148548,34.12687163,California
Populus deltoides,-117.6140199,34.11529287,California
Callistemon citrinus,-117.6139503,34.1456424,California
Delonix regia,-117.6137001,34.15006222,California
Hymenosporum flavum,-117.6117449,34.1399675,California
Syagrus,-117.6116055,34.15997737,California
Sequoia sempervirens,-117.6113881,34.11465808,California
Quercus lobata,-117.6112161,34.15197971,California
Rhaphiolepis,-117.6109237,34.13246279,California
Nerium oleander,-117.6103552,34.11560007,California
Quercus rubra,-117.6100884,34.15297351,California
Tabebuia avellanedae,-117.6098116,34.14495134,California
Ficus elastica,-117.6096059,34.14433884,California
Brachychiton acerifolius,-117.6091917,34.15877538,California
Tipuana tipu,-117.6090364,34.14787739,California
Robinia pseudoacacia,-117.6087408,34.11214554,California
Tillia,-117.6078782,34.15883695,California
Pittosporum phillyraeoides,-117.6071296,34.13085248,California
Hyophorbe lagenicaulis,-117.6070192,34.10997914,California
Tecoma capensis,-117.6060137,34.11416389,California
Cassia leptophylla,-117.605125,34.13682307,California
Sapium sebiferum,-117.6030046,34.14765479,California
Eucalyptus cinerea,-117.6029158,34.1558105,California
Calodendrum capense,-117.6028213,34.14585365,California
Acer saccharum,-117.601717,34.15362054,California
Styphnolobium japonicum,-117.6016032,34.08653266,California
Prunus dulcis,-117.600218,34.12741557,California
Liquidambar,-117.5983188,34.0836736,California
Brachychiton discolor,-117.5969714,34.11663099,California
Juniperus scopulorum,-117.595224,34.15786408,California
Ulmus,-117.5951657,34.13943058,California
Lycianthes rantonnetii,-117.5946471,34.10497654,California
Quercus coccinea,-117.5945885,34.12025586,California
Pyrus,-117.5933788,34.1521616,California
Quercus shumardii,-117.5926909,34.12544926,California
Mangifera indica,-117.5923555,34.12644048,California
Handroanthus impetiginosum,-117.5918175,34.14967302,California
Phoenix dactylifera,-117.5917396,34.11663459,California
"Ficus RÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¶ding,",-117.5911816,34.09794686,California
Japanese Meconematinae,-117.5910979,34.14235255,California
Betula papyrifera,-117.5904713,34.16414057,California
Eriobotrya japonica,-117.5902329,34.15274654,California
Erythrina coralloides,-117.5900806,34.12037319,California
Malus pumila,-117.5894905,34.0970583,California
Acer negundo,-117.5863094,34.11692913,California
Celtis sinensis,-117.5856635,34.10952782,California
Washingtonia,-117.5856272,34.10788034,California
Gingko biloba,-117.5843477,34.0932284,California
Citrus paradisi,-117.5843183,34.15767504,California
Hermosa,-117.5841195,34.11798959,California
Aronia arbutifolia,-117.5765566,34.12561211,California
Xylosma,-117.5746967,34.13022985,California
Pistacia,-117.5733084,34.1293765,California
Schinus terebinthifolius,-117.5732276,34.10360381,California
Melaleuca lanceolata,-117.5650647,34.11247545,California
Michelia alba,-117.5627131,34.11310773,California
Citrus,-117.5625135,34.10977249,California
Chamaerops humilis,-117.5618549,34.14745845,California
Gleditsia triacanthos,-117.5617449,34.1130096,California
Eucalyptus,-117.5590971,34.1396401,California
Bischofia javanica,-117.5582313,34.12354022,California
Platanus racemosa,-117.5554563,34.1326271,California
Lagerstroemia,-117.5541595,34.1302641,California
Macadamia tetraphylla,-117.5522854,34.12936629,California
Parkinsonia,-117.5504863,34.13795828,California
Bauhinia,-117.5493903,34.13257439,California
Psidium guajava,-117.5453843,34.14178769,California
Chorisia speciosa,-117.5452894,34.10807601,California
Magnolia,-117.5449691,34.11082144,California
Benjamina,-117.5437393,34.1152366,California
Prunus cistena,-117.5346271,34.13064243,California
Platanus mexicana,-117.5313005,34.12958008,California
African Crioceridae,-117.5305858,34.14030006,California
Cedrela fissilis,-117.5276548,34.13093151,California
Quercus polymorpha,-117.5261837,34.13210038,California
Ficus,-117.525705,34.1143536,California
Eucalyptus sideroxylon,-117.5216632,34.14041825,California
Prunus domestica,-117.5209999,34.13076345,California
Cupressus,-117.5192126,34.13156948,California
Syagrus romanzoffianum,-117.5137711,34.13185301,California
Cercis canadensis,-97.11181424,32.69065377,Texas
Ulmus crassifolia,-97.12918486,32.65758365,Texas
Juniperus virginiana,-97.12801408,32.65788118,Texas
Quercus virginiana,-97.12791082,32.65851037,Texas
Acer barbatum,-97.12875505,32.65869543,Texas
Taxodium distichum,-97.11278439,32.68874315,Texas
Lagerstroemia indica,-97.11306,32.690675,Texas
Fraxinus pennsylvanica,-97.10720667,32.70004667,Texas
Quercus shumardii,-97.10704037,32.69977025,Texas
Acacia auriculiformis,-97.11012073,32.69973429,Texas
Magnolia virginiana,-97.11081629,32.69863993,Texas
Liquidambar styraciflua,-97.11081617,32.6983211,Texas
Pinus eldarica,-97.10960073,32.69749262,Texas
Pyrus calleryana,-97.10969371,32.69745859,Texas
Ilex vomitoria,-97.10916907,32.69854596,Texas
Quercus stellata,-97.10856407,32.69868096,Texas
Carya illinoinensis,-97.10852407,32.69758096,Texas
Quercus macrocarpa,-97.10840573,32.69745762,Texas
Ulmus americana,-97.10924219,32.69594509,Texas
Morus rubra,-97.10934907,32.69596762,Texas
Platanus occidentalis,-97.1100639,32.69589219,Texas
Quercus buckleyi,-97.11046907,32.69589929,Texas
Ulmus parvifolia,-97.11021407,32.69553096,Texas
Pinus taeda,-97.11031073,32.69549429,Texas
Prosopis glandulosa,-97.11323407,32.69610429,Texas
Maclura pomifera,-97.11420073,32.69600262,Texas
Sapindus saponaria,-97.1141924,32.69713929,Texas
Quercus muehlenbergii,-97.09264573,32.73530095,Texas
Pinus elliottii,-97.09256907,32.73533261,Texas
Quercus marilandica,-97.09136407,32.73515095,Texas
Magnolia grandiflora,-97.0926274,32.73447761,Texas
Pistacia chinensis,-97.0913374,32.73467595,Texas
Sideroxylon lanuginosum,-97.09141073,32.73352928,Texas
Pinus thunbergii,-97.0910874,32.73302429,Texas
Ailanthus altissima,-97.0928874,32.73381261,Texas
Populus deltoides,-97.20165905,32.71186096,Texas
Chitalpa tashkentensis,-97.15479866,32.6595628,Texas
Chilopsis linearis,-97.16470517,32.65823246,Texas
Quercus nigra,-97.15218252,32.73999394,Texas
Triadica sebifera,-97.15082365,32.74132985,Texas
Prunus mexicana,-97.06932654,32.78210322,Texas
Vitex agnus-castus,-97.19212399,32.68916579,Texas
Celtis laevigata,-97.16766768,32.68015342,Texas
Quercus polymorpha,-97.09290095,32.62201599,Texas
Cornus drummondii,-97.08621415,32.74663288,Texas
Melia azedarach,-97.08610897,32.72454528,Texas
Rhus copallinum,-97.08453467,32.77866884,Texas
Ilex attenuata,-97.10329019,32.75901488,Texas
Styphnolobium affine,-97.10004141,32.78471982,Texas
Ligustrum lucidum,-97.1482473,32.76502597,Texas
Pinus pinea,-97.1315295,32.77176493,Texas
Ungnadia speciosa,-97.10384842,32.78531369,Texas
Catalpa speciosa,-97.15912819,32.65948591,Texas
Prunus caroliniana,-97.1174334,32.71434229,Texas
Acer saccharinum,-97.17158548,32.71804267,Texas
Ilex decidua,-97.17188172,32.71808675,Texas
Fraxinus albicans,-97.1714284,32.7167043,Texas
Taxodium ascendens,-97.1539684,32.6269378,Texas
Gleditsia triacanthos,-97.07512774,32.64362835,Texas
Ulmus pumila,-97.1804394,32.6977492,Texas
Acer floridanum,-97.10818924,32.7359998,Texas
Betula nigra,-97.107806,32.736579,Texas
Carya cordiformis,-97.08710038,32.75077008,Texas
Albizia julibrissin,-97.11503687,32.7364886,Texas
Juniperus chinensis,-97.15753555,32.65955355,Texas
Cornus florida,-97.077791,32.655194,Texas
Hesperocyparis arizonica,-97.09117481,32.66525146,Texas
Mimosa borealis,-97.18730569,32.71349384,Texas
Parkinsonia texana,-97.18475444,32.71633127,Texas
Amorpha fruticosa,-97.18445435,32.71682171,Texas
Acer negundo,-97.10652265,32.72603021,Texas
Prunus persica,-97.11220433,32.69959079,Texas
Nyssa sylvatica,-97.11943111,32.78230061,Texas
Cedrus deodara,-97.17574365,32.65288797,Texas
Salix nigra,-97.12016739,32.76087095,Texas
Diospyros virginiana,-97.1200974,32.76093761,Texas
Koelreuteria paniculata,-97.07855574,32.72318262,Texas
Juniperus,-97.07635469,32.71405112,Texas
Acer rubrum,-97.13812906,32.76578595,Texas
Morus alba,-97.10693585,32.76244584,Texas
Morella cerifera,-97.07369712,32.76664378,Texas
Magnolia soulangiana,-97.10195822,32.75874471,Texas
Ginkgo biloba,-97.06892408,32.71236096,Texas
Quercus acutissima,-97.10455953,32.71492837,Texas
Pinus nigra,-97.11487073,32.69196762,Texas
Hibiscus syriacus,-97.11483907,32.69427096,Texas
Viburnum nudum,-97.140075,32.67020667,Texas
Magnolia,-97.13938383,32.65955073,Texas
Viburnum rufidulum,-97.13682362,32.64866564,Texas
Acer buergerianum,-97.10718848,32.73585251,Texas
Quercus laceyi,-97.10715667,32.73675333,Texas
Acer palmatum,-97.10745769,32.73623059,Texas
Ilex L.,-97.10592333,32.7358,Texas
Althaea officinalis,-97.10672167,32.73592,Texas
Acer truncatum,-97.10701667,32.73611833,Texas
Cupressus leylandii,-97.10629833,32.73647167,Texas
Cupressus sempervirens,-97.10630167,32.73634833,Texas
Crataegus monogyna,-97.13127572,32.73523096,Texas
Ligustrum,-97.1310108,32.73512185,Texas
Catalpa bignonioides,-97.10767573,32.73770761,Texas
Firmiana simplex,-97.16020406,32.65944153,Texas
Robinia pseudoacacia,-97.09563241,32.65161263,Texas
Callicarpa americana,-97.08703907,32.74355428,Texas
Lonicera,-97.08752573,32.74462761,Texas
Lantana horrida,-97.08606073,32.74910095,Texas
Rhus aromatica,-97.08683453,32.74955741,Texas
Mahonia trifoliolata,-97.08939513,32.74507904,Texas
Leucophyllum frutescens,-97.08778907,32.74793261,Texas
Acer saccharinum,-73.999603,40.731043,New York
Ulmus americana,-73.999603,40.731043,New York
Tilia americana,-73.999603,40.731043,New York
Tilia cordata,-73.999603,40.731043,New York
Acer rubrum,-77.65771,43.209308,New York
Gleditsia triacanthos,-77.617576,43.186486,New York
Picea pungens,-77.617576,43.186486,New York
Cercis canadensis,-77.617576,43.186486,New York
Quercus,-77.617176,43.1972035,New York
Robinia pseudoacacia,-77.617176,43.1972035,New York
Ostrya,-77.617176,43.1972035,New York
Acer negundo,-77.617176,43.1972035,New York
Quercus alba,-77.6225641,43.18697,New York
Gymnocladus dioicus,-77.6225641,43.18697,New York
Quercus rubra,-77.6225641,43.18697,New York
Quercus montana,-77.6225641,43.18697,New York
Carya,-77.6225641,43.18697,New York
Acer campestre,-77.617698,43.19879,New York
Malus,-77.622623,43.1869436,New York
Crataegus,-77.6225641,43.18697,New York
Carya glabra,-77.6225641,43.18697,New York
Acer freemanii,-77.617176,43.1972035,New York
Platanus acerifolia,-74.009494,40.717994,New York
Acer saccharum,-77.617698,43.19879,New York
Pyrus,-77.684264,43.286024,New York
Quercus robur,-77.568567,43.187135,New York
Ulmus,-77.568567,43.187135,New York
Phellodendron amurense,-74.007666,40.712533,New York
Betula nigra,-74.007666,40.712533,New York
Ailanthus altissima,-74.007666,40.712533,New York
Liquidambar styraciflua,-74.007666,40.712533,New York
Populus deltoides,-74.007666,40.712533,New York
Fraxinus americana,-74.007666,40.712533,New York
Acer ginnala,-74.007666,40.712533,New York
Halesia carolina,-74.007666,40.712533,New York
Metasequoia glyptostroboides,-74.007666,40.712533,New York
Quercus bicolor,-74.007666,40.712533,New York
Pseudotsuga menziesii,-74.007666,40.712533,New York
Prunus pendula,-74.007666,40.712533,New York
Nyssa sylvatica,-74.007666,40.712533,New York
Pyrus calleryana,-74.007666,40.712533,New York
Cladrastis lutea,-74.007666,40.712533,New York
Ginkgo biloba,-74.007666,40.712533,New York
Pinus nigra,-74.012766,40.691266,New York
Prunus yedoensis,-74.012766,40.691266,New York
Prunus subhirtella,-74.012766,40.691266,New York
Acer griseum,-74.009115,40.716919,New York
Parrotia,-77.6253142,43.1786566,New York
Zelkova,-73.97869,40.720033,New York
Pinus strobus,-73.97869,40.720033,New York
Celtis occidentalis,-73.97869,40.720033,New York
Picea abies,-77.624514,43.174553,New York
Amelanchier,-77.624514,43.174553,New York
Carpinus betulus,-77.6253142,43.1786566,New York
Zelkova serrata,-73.97869,40.720033,New York
Sophora japonica,-77.596987,43.130117,New York
Fraxinus excelsior,-77.596987,43.130117,New York
Liriodendron tulipifera,-77.596987,43.130117,New York
Fraxinus pennsylvanica,-77.585668,43.158162,New York
Prunus sargentii,-77.5819047,43.1682836,New York
Tilia,-77.5819047,43.1682836,New York
Larix,-77.616873,43.167302,New York
Quercus palustris,-77.616873,43.167302,New York
Eucommia ulmoides,-77.5742099,43.1790913,New York
Aesculus carnea,-77.5742099,43.1790913,New York
Cornus,-77.607329,43.168562,New York
Syringa,-77.605565,43.171864,New York
Aesculus,-77.607329,43.168562,New York
Cercidiphyllum japonicum,-77.607329,43.168562,New York
Tilia tomentosa,-77.607329,43.168562,New York
Quercus coccinea,-77.616873,43.167302,New York
Carpinus caroliniana,-77.578098,43.16626,New York
Taxus,-77.586614,43.156411,New York
Juglans nigra,-77.5441451,43.1568262,New York
Prunus serotina,-77.544306,43.16544,New York
Magnolia,-77.5441451,43.1568262,New York
Quercus velutina,-77.544306,43.16544,New York
Corylus colurna,-77.568505,43.155541,New York
Maackia amurensis,-77.568505,43.155541,New York
Catalpa speciosa,-77.554801,43.146397,New York
Koelreuteria paniculata,-77.554056,43.16551,New York
Betula,-77.578098,43.16626,New York
Fagus sylvatica,-77.578098,43.16626,New York
Carya cordiformis,-77.578098,43.16626,New York
Picea,-77.578098,43.16626,New York
Tilia euchlora,-77.5810389,43.1643217,New York
Juglans regia,-77.5742099,43.1790913,New York
Fagus grandifolia,-77.5742099,43.1790913,New York
Fraxinus,-77.5742099,43.1790913,New York
Thuja,-77.492633,43.139196,New York
Acer pseudoplatanus,-77.492633,43.139196,New York
Tsuga canadensis,-74.018228,40.692671,New York
Abies balsamea,-73.978752,40.719933,New York
Acer palmatum,-73.978752,40.719933,New York
Morus,-73.981308,40.720709,New York
Hydrangea,-73.981308,40.720709,New York
Sassafras albidum,-73.981308,40.720709,New York
Juniperus virginiana,-73.978752,40.719933,New York
Magnolia soulangeana,-73.978752,40.719933,New York
Magnolia acuminata,-73.978752,40.719933,New York
Abies concolor,-73.978752,40.719933,New York
Aesculus glabra,-73.981308,40.720709,New York
Carya ovata,-77.492633,43.139196,New York
Juglans cinerea,-73.986224,40.722344,New York
Morus alba,-77.492633,43.139196,New York
Juniperus chinensis,-77.492633,43.139196,New York
Abies,-77.492633,43.139196,New York
Abies homolepis,-73.998795,40.714501,New York
Pinus resinosa,-77.492633,43.139196,New York
Quercus phellos,-77.492633,43.139196,New York
Euonymus alatus,-77.492633,43.139196,New York
Picea orientalis,-77.492633,43.139196,New York
Sorbus americana,-77.492633,43.139196,New York
Pinus sylvestris,-74.015129,40.706314,New York
Pinus,-73.991374,40.739087,New York
Maclura pomifera,-77.5742099,43.1790913,New York
Populus,-77.5742099,43.1790913,New York
Alnus,-77.5742099,43.1790913,New York
Quercus saulii,-77.5742099,43.1790913,New York
Quercus bebbiana,-77.5742099,43.1790913,New York
Quercus macrocarpa,-77.5742099,43.1790913,New York
Ulmus parvifolia,-77.5742099,43.1790913,New York
Acer,-77.5742099,43.1790913,New York
Prunus virginiana,-77.5742099,43.1790913,New York
Quercus marilandica,-77.5742099,43.1790913,New York
Quercus sargentii,-77.5742099,43.1790913,New York
Quercus lyrata,-77.5742099,43.1790913,New York
Quercus muehlenbergii,-77.5742099,43.1790913,New York
Quercus schuettei,-77.5742099,43.1790913,New York
Platanus occidentalis,-77.5742099,43.1790913,New York
